 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3
178,0.976,7702.625,6970,8300,0.976,6194.438,4914,6873,0.976,354.062,320,386
179,0.976,7658.062,7004,8123,0.976,6099.812,4832,6740,0.976,350.281,320,396
180,0.976,7642.375,6900,8129,0.976,6039.844,4856,6736,0.976,341.250,306,383
181,0.976,7591.969,6853,8020,0.976,6023.531,4859,6656,0.976,344.625,316,379
182,0.976,7593.062,6855,8056,0.976,6005.750,4876,6581,0.976,355.781,309,412
183,0.976,7619.344,7007,8099,0.976,6051.000,4976,6653,0.976,368.188,322,410
184,0.976,7672.781,7000,8122,0.976,6084.188,4901,6830,0.976,353.312,317,382
185,0.976,7584.656,6963,8114,0.976,6033.188,4757,6797,0.976,366.938,330,394
186,0.976,7611.719,6931,8100,0.976,6065.438,4839,6641,0.976,359.156,326,403
187,0.976,7560.688,6834,8024,0.976,5990.938,4889,6555,0.976,364.000,331,400
188,0.976,7650.656,7005,8166,0.976,6066.312,4946,6786,0.976,358.844,317,400
189,0.976,7554.594,6910,8024,0.976,5973.000,4835,6677,0.976,347.531,309,380
190,0.976,7582.281,6951,8137,0.976,5994.812,4759,6748,0.976,344.844,316,385
191,0.976,7499.406,6795,7890,0.976,5942.281,4841,6659,0.976,347.969,318,417
192,0.976,7631.312,6875,8151,0.976,5962.344,4713,6659,0.976,355.094,317,395
193,0.976,7499.156,6873,7956,0.976,5976.750,4768,6588,0.976,357.281,318,387
194,0.976,7519.719,6774,8011,0.976,5975.875,4669,6600,0.976,353.219,306,386
195,0.976,7562.656,6787,7970,0.976,5948.719,4721,6766,0.976,352.531,312,384
196,0.976,7562.906,6907,8062,0.976,5997.156,4757,6639,0.976,355.906,327,382
197,0.976,7533.406,6994,7966,0.976,5921.906,4695,6682,0.976,361.188,336,398
198,0.976,7497.219,6920,7971,0.976,5912.000,4742,6511,0.976,350.938,326,388
199,0.976,7408.406,6731,7815,0.976,5907.344,4656,6547,0.976,348.344,310,391
200,0.976,7421.281,6765,8023,0.976,5901.406,4694,6540,0.976,344.938,312,376
