 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3
137,1.585,574.231,389,1036,1.585,4608.346,4387,4802,1.585,194.250,169,227
138,1.585,575.923,406,908,1.585,4579.269,4388,4795,1.585,197.673,173,241
139,1.585,567.212,383,927,1.585,4576.365,4324,4738,1.585,194.635,156,237
140,1.585,579.577,402,930,1.585,4600.500,4398,4866,1.585,193.135,169,246
141,1.585,576.385,399,927,1.585,4569.154,4341,4814,1.585,192.808,166,233
142,1.585,576.558,406,977,1.585,4552.731,4379,4732,1.585,195.288,159,253
143,1.585,573.942,404,989,1.585,4555.558,4373,4743,1.585,193.577,170,243
144,1.585,580.692,416,960,1.585,4550.461,4256,4785,1.585,192.981,169,241
145,1.585,579.558,397,976,1.585,4577.289,4351,4763,1.585,196.096,170,234
146,1.585,575.712,390,961,1.585,4555.461,4333,4765,1.585,195.346,168,236
147,1.585,572.154,379,902,1.585,4564.846,4211,4731,1.585,196.365,159,259
148,1.585,573.904,403,920,1.585,4563.750,4314,4755,1.585,194.404,162,245
149,1.585,573.192,396,916,1.585,4581.596,4385,4799,1.585,193.692,173,231
150,1.585,578.038,404,962,1.585,4557.423,4344,4794,1.585,190.365,158,230
151,1.585,594.173,411,957,1.585,4655.327,4415,4855,1.585,196.173,172,248
152,1.585,587.058,411,956,1.585,4565.808,4335,4822,1.585,192.462,163,239
153,1.585,582.654,384,905,1.585,4538.211,4325,4768,1.585,194.365,167,226
154,1.585,588.904,420,945,1.585,4568.231,4309,4765,1.585,193.269,159,224
155,1.585,587.769,401,892,1.585,4593.039,4367,4845,1.585,193.404,167,223
156,1.585,605.865,401,989,1.585,4630.615,4400,4831,1.585,195.692,159,248
157,1.585,587.558,427,916,1.585,4595.615,4410,4846,1.585,192.538,158,236
158,1.585,588.250,432,983,1.585,4576.519,4401,4799,1.585,192.000,169,232
159,1.585,583.115,421,904,1.585,4551.289,4346,4722,1.585,196.038,165,235
160,1.585,586.788,379,896,1.585,4577.596,4293,4809,1.585,195.615,169,244
161,1.585,612.731,423,973,1.585,4747.423,4475,4943,1.585,198.635,168,238
162,1.585,604.038,416,961,1.585,4628.942,4384,4809,1.585,194.308,163,226
163,1.585,605.096,429,978,1.585,4707.077,4471,4929,1.585,198.788,169,245
164,1.585,604.865,410,1014,1.585,4680.308,4450,4850,1.585,197.500,165,253
165,1.585,603.538,404,959,1.585,4658.039,4411,4837,1.585,194.827,169,229
166,1.585,588.365,395,975,1.585,4584.019,4387,4808,1.585,191.942,163,222
167,1.585,593.308,419,937,1.585,4560.539,4233,4777,1.585,192.846,167,243
168,1.585,604.404,421,909,1.585,4611.846,4445,4796,1.585,192.423,173,224
169,1.585,593.346,421,900,1.585,4562.231,4399,4731,1.585,192.308,165,230
170,1.585,602.212,393,954,1.585,4624.289,4461,4841,1.585,195.173,161,242
171,1.585,604.712,431,924,1.585,4619.942,4399,4845,1.585,195.096,156,243
172,1.585,600.712,408,958,1.585,4567.019,4405,4760,1.585,193.673,152,224
173,1.585,594.827,406,930,1.585,4564.019,4319,4709,1.585,192.212,164,221
174,1.585,605.423,431,919,1.585,4556.635,4300,4815,1.585,193.500,169,228
175,1.585,606.596,412,927,1.585,4552.385,4341,4697,1.585,193.385,164,238
176,1.585,621.654,450,983,1.585,4681.558,4508,4903,1.585,196.115,170,244
177,1.585,605.019,402,938,1.585,4581.615,4319,4769,1.585,192.538,162,230
178,1.585,608.115,429,945,1.585,4559.039,4316,4743,1.585,193.519,169,225
179,1.585,609.750,392,915,1.585,4583.961,4301,4762,1.585,191.500,166,215
180,1.585,606.115,443,945,1.585,4569.327,4293,4761,1.585,194.712,167,236
181,1.585,609.327,388,979,1.585,4557.961,4291,4733,1.585,195.923,171,227
182,1.585,610.538,417,987,1.585,4532.750,4334,4715,1.585,195.538,162,244
183,1.585,604.404,408,935,1.585,4566.115,4335,4784,1.585,192.885,161,239
184,1.585,603.154,424,984,1.585,4517.269,4297,4696,1.585,190.173,159,219
185,1.585,603.000,400,964,1.585,4541.211,4350,4700,1.585,190.462,166,234
186,1.585,619.173,437,1030,1.585,4667.211,4331,4889,1.585,198.115,159,237
187,1.585,610.692,417,931,1.585,4574.173,4374,4859,1.585,194.654,163,246
188,1.585,633.058,458,970,1.585,4702.519,4494,4853,1.585,195.077,170,233
189,1.585,620.250,443,950,1.585,4578.115,4390,4768,1.585,191.519,161,227
190,1.585,614.173,414,967,1.585,4603.404,4376,4903,1.585,190.692,168,235
191,1.585,634.654,434,958,1.585,4615.654,4372,4880,1.585,193.577,167,231
192,1.585,617.038,435,990,1.585,4587.096,4311,4727,1.585,191.481,162,230
193,1.585,614.731,425,1014,1.585,4521.827,4357,4729,1.585,193.981,160,238
194,1.585,620.538,429,1001,1.585,4639.615,4352,4886,1.585,192.269,151,242
195,1.585,618.692,433,954,1.585,4546.981,4360,4710,1.585,191.865,170,233
196,1.585,611.058,429,981,1.585,4539.269,4322,4689,1.585,190.154,157,232
197,1.585,608.538,429,963,1.585,4491.211,4291,4668,1.585,185.212,156,215
198,1.585,603.288,421,965,1.585,4501.289,4289,4691,1.585,190.615,168,218
199,1.585,618.365,449,975,1.585,4549.327,4356,4797,1.585,192.731,162,228
200,1.585,610.000,441,924,1.585,4532.058,4321,4722,1.585,193.404,161,218
201,1.585,615.442,430,970,1.585,4510.923,4278,4721,1.585,188.577,162,218
202,1.585,608.096,427,936,1.585,4483.596,4267,4645,1.585,190.596,154,225
203,1.585,604.096,447,912,1.585,4459.231,4224,4643,1.585,189.827,164,249
204,1.585,602.173,441,942,1.585,4487.269,4195,4723,1.585,191.385,166,239
205,1.585,613.731,434,954,1.585,4514.269,4222,4714,1.585,192.673,168,242
206,1.585,609.154,445,941,1.585,4477.692,4224,4637,1.585,187.481,156,220
207,1.585,624.827,449,945,1.585,4560.961,4330,4755,1.585,191.019,172,238
208,1.585,621.308,451,1002,1.585,4495.019,4313,4666,1.585,191.212,167,223
209,1.585,620.808,448,954,1.585,4503.692,4305,4667,1.585,186.692,166,218
210,1.585,612.404,442,939,1.585,4463.750,4284,4633,1.585,193.423,165,236
211,1.585,618.712,444,974,1.585,4484.635,4255,4698,1.585,191.077,161,255
212,1.585,620.827,455,939,1.585,4442.173,4225,4605,1.585,187.827,161,237
213,1.585,643.404,467,1013,1.585,4600.615,4418,4790,1.585,191.731,166,238
214,1.585,626.942,448,1008,1.585,4488.750,4317,4674,1.585,189.481,164,238
215,1.585,625.654,416,961,1.585,4540.423,4334,4753,1.585,190.808,169,220
216,1.585,627.615,460,1029,1.585,4505.289,4226,4674,1.585,189.077,159,226
217,1.585,620.038,448,973,1.585,4469.519,4298,4646,1.585,188.577,166,218
218,1.585,627.577,433,1085,1.585,4455.019,4282,4696,1.585,189.769,165,227
219,1.585,626.808,452,954,1.585,4466.019,4194,4670,1.585,191.750,168,235
220,1.585,638.538,467,992,1.585,4480.404,4283,4649,1.585,190.038,157,232
221,1.585,629.096,449,946,1.585,4483.577,4293,4651,1.585,189.038,167,224
222,1.585,622.423,465,971,1.585,4456.269,4274,4623,1.585,192.288,155,233
223,1.585,630.981,435,995,1.585,4440.539,4245,4625,1.585,187.981,156,222
224,1.585,629.365,466,927,1.585,4427.039,4148,4656,1.585,186.173,166,233
225,1.585,638.192,428,1011,1.585,4491.904,4280,4644,1.585,191.769,167,229
226,1.585,637.327,436,1018,1.585,4441.615,4200,4659,1.585,189.865,170,226
227,1.585,634.231,449,991,1.585,4470.500,4303,4669,1.585,189.692,161,230
228,1.585,630.327,449,946,1.585,4420.750,4205,4648,1.585,187.077,162,231
229,1.585,628.731,424,1014,1.585,4416.577,4189,4591,1.585,189.404,162,236
230,1.585,629.308,463,926,1.585,4422.442,4219,4617,1.585,190.231,160,233
231,1.585,649.442,450,995,1.585,4599.846,4378,4801,1.585,194.250,168,227
232,1.585,644.750,468,1029,1.585,4516.115,4309,4744,1.585,192.058,166,239
233,1.585,637.423,464,971,1.585,4468.173,4277,4704,1.585,193.577,165,237
234,1.585,653.923,475,1013,1.585,4481.000,4277,4682,1.585,194.000,154,226
235,1.585,627.808,442,923,1.585,4455.289,4263,4684,1.585,193.000,164,226
236,1.585,634.462,425,984,1.585,4433.442,4286,4597,1.585,190.481,162,239
237,1.585,635.404,440,970,1.585,4422.711,4203,4643,1.585,192.038,160,228
